date,poor,very poor,crop,year
1998-07-19,19,13,cotton,1998
1998-07-26,20,13,cotton,1998
1998-08-02,18,15,cotton,1998
1998-08-09,18,15,cotton,1998
1998-08-16,19,14,cotton,1998
1998-08-23,18,14,cotton,1998
1998-08-30,18,14,cotton,1998
1998-09-06,19,13,cotton,1998
1998-09-13,18,12,cotton,1998
1998-09-20,19,14,cotton,1998
1998-09-27,19,13,cotton,1998
1998-10-04,22,14,cotton,1998
1999-06-06,11,4,cotton,1999
1999-06-13,10,4,cotton,1999
1999-06-20,11,5,cotton,1999
1999-06-27,11,5,cotton,1999
1999-07-04,10,6,cotton,1999
1999-07-11,10,4,cotton,1999
1999-07-18,10,4,cotton,1999
1999-07-25,10,2,cotton,1999
1999-08-01,11,2,cotton,1999
1999-08-08,13,4,cotton,1999
1999-08-15,15,5,cotton,1999
1999-08-22,17,5,cotton,1999
1999-08-29,20,7,cotton,1999
1999-09-05,19,8,cotton,1999
1999-09-12,18,7,cotton,1999
1999-09-19,19,8,cotton,1999
1999-09-26,20,9,cotton,1999
1999-10-03,22,8,cotton,1999
2000-05-28,11,7,cotton,2000
2000-06-04,13,8,cotton,2000
2000-06-11,12,7,cotton,2000
2000-06-18,11,6,cotton,2000
2000-06-25,8,5,cotton,2000
2000-07-02,8,2,cotton,2000
2000-07-09,8,4,cotton,2000
2000-07-16,10,5,cotton,2000
2000-07-23,10,6,cotton,2000
2000-07-30,11,5,cotton,2000
2000-08-06,12,6,cotton,2000
2000-08-13,12,7,cotton,2000
2000-08-20,15,8,cotton,2000
2000-08-27,17,11,cotton,2000
2000-09-03,18,12,cotton,2000
2000-09-10,20,14,cotton,2000
2000-09-17,20,15,cotton,2000
2000-09-24,19,15,cotton,2000
2000-10-01,19,16,cotton,2000
2001-05-27,9,2,cotton,2001
2001-06-03,8,5,cotton,2001
2001-06-10,9,7,cotton,2001
2001-06-17,10,4,cotton,2001
2001-06-24,10,9,cotton,2001
2001-07-01,10,9,cotton,2001
2001-07-08,11,6,cotton,2001
2001-07-15,13,7,cotton,2001
2001-07-22,14,7,cotton,2001
2001-07-29,13,9,cotton,2001
2001-08-05,14,9,cotton,2001
2001-08-12,15,10,cotton,2001
2001-08-19,14,10,cotton,2001
2001-08-26,14,12,cotton,2001
2001-09-02,15,11,cotton,2001
2001-09-09,17,9,cotton,2001
2001-09-16,17,9,cotton,2001
2001-09-23,16,9,cotton,2001
2001-09-30,17,10,cotton,2001
2001-10-07,17,9,cotton,2001
2002-06-02,12,7,cotton,2002
2002-06-09,11,5,cotton,2002
2002-06-16,12,6,cotton,2002
2002-06-23,11,6,cotton,2002
2002-06-30,11,7,cotton,2002
2002-07-07,11,5,cotton,2002
2002-07-14,10,4,cotton,2002
2002-07-21,10,4,cotton,2002
2002-07-28,9,4,cotton,2002
2002-08-04,9,4,cotton,2002
2002-08-11,11,4,cotton,2002
2002-08-18,12,6,cotton,2002
2002-08-25,12,4,cotton,2002
2002-09-01,12,5,cotton,2002
2002-09-08,13,5,cotton,2002
2002-09-15,13,6,cotton,2002
2002-09-22,13,5,cotton,2002
2002-09-29,14,6,cotton,2002
2002-10-06,14,6,cotton,2002
2003-06-08,12,8,cotton,2003
2003-06-15,12,9,cotton,2003
2003-06-22,12,9,cotton,2003
2003-06-29,11,9,cotton,2003
2003-07-06,10,9,cotton,2003
2003-07-13,10,6,cotton,2003
2003-07-20,10,4,cotton,2003
2003-07-27,10,4,cotton,2003
2003-08-03,11,5,cotton,2003
2003-08-10,11,5,cotton,2003
2003-08-17,11,5,cotton,2003
2003-08-24,13,6,cotton,2003
2003-08-31,13,6,cotton,2003
2003-09-07,12,7,cotton,2003
2003-09-14,13,8,cotton,2003
2003-09-21,13,8,cotton,2003
2003-09-28,12,8,cotton,2003
2003-10-05,13,8,cotton,2003
2003-10-12,12,8,cotton,2003
2003-10-19,13,8,cotton,2003
2003-10-26,12,8,cotton,2003
2003-11-02,12,8,cotton,2003
2004-06-06,7,2,cotton,2004
2004-06-13,9,5,cotton,2004
2004-06-20,5,3,cotton,2004
2004-06-27,7,5,cotton,2004
2004-07-04,7,4,cotton,2004
2004-07-11,7,3,cotton,2004
2004-07-18,7,3,cotton,2004
2004-07-25,7,3,cotton,2004
2004-08-01,6,2,cotton,2004
2004-08-08,6,2,cotton,2004
2004-08-15,5,2,cotton,2004
2004-08-22,6,2,cotton,2004
2004-08-29,6,2,cotton,2004
2004-09-05,5,3,cotton,2004
2004-09-12,6,3,cotton,2004
2004-09-19,7,4,cotton,2004
2004-09-26,6,2,cotton,2004
2004-10-03,6,3,cotton,2004
2004-10-10,9,4,cotton,2004
2004-10-17,8,3,cotton,2004
2004-10-24,8,3,cotton,2004
2004-10-31,7,3,cotton,2004
2005-05-22,6,1,cotton,2005
2005-05-29,7,1,cotton,2005
2005-06-05,7,3,cotton,2005
2005-06-12,6,3,cotton,2005
2005-06-19,7,2,cotton,2005
2005-06-26,8,3,cotton,2005
2005-07-03,9,4,cotton,2005
2005-07-10,8,2,cotton,2005
2005-07-17,9,3,cotton,2005
2005-07-24,9,3,cotton,2005
2005-07-31,8,3,cotton,2005
2005-08-07,8,3,cotton,2005
2005-08-14,8,3,cotton,2005
2005-08-21,8,3,cotton,2005
2005-08-28,7,3,cotton,2005
2005-09-04,9,4,cotton,2005
2005-09-11,9,3,cotton,2005
2005-09-18,10,4,cotton,2005
2005-09-25,10,5,cotton,2005
2005-10-02,11,5,cotton,2005
2005-10-09,10,5,cotton,2005
2005-10-16,11,4,cotton,2005
2005-10-23,9,4,cotton,2005
2005-10-30,8,5,cotton,2005
2006-05-28,14,4,cotton,2006
2006-06-04,16,5,cotton,2006
2006-06-11,16,6,cotton,2006
2006-06-18,18,8,cotton,2006
2006-06-25,18,9,cotton,2006
2006-07-02,18,10,cotton,2006
2006-07-09,18,11,cotton,2006
2006-07-16,17,14,cotton,2006
2006-07-23,19,13,cotton,2006
2006-07-30,20,14,cotton,2006
2006-08-06,20,15,cotton,2006
2006-08-13,19,16,cotton,2006
2006-08-20,20,16,cotton,2006
2006-08-27,19,18,cotton,2006
2006-09-03,19,14,cotton,2006
2006-09-10,18,15,cotton,2006
2006-09-17,18,15,cotton,2006
2006-09-24,18,14,cotton,2006
2006-10-01,18,12,cotton,2006
2006-10-08,18,13,cotton,2006
2006-10-15,17,12,cotton,2006
2006-10-22,17,12,cotton,2006
2006-10-29,17,13,cotton,2006
2007-06-03,10,3,cotton,2007
2007-06-10,11,4,cotton,2007
2007-06-17,12,6,cotton,2007
2007-06-24,12,6,cotton,2007
2007-07-01,11,5,cotton,2007
2007-07-08,11,4,cotton,2007
2007-07-15,11,4,cotton,2007
2007-07-22,11,4,cotton,2007
2007-07-29,11,4,cotton,2007
2007-08-05,11,4,cotton,2007
2007-08-12,12,5,cotton,2007
2007-08-19,13,5,cotton,2007
2007-08-26,14,6,cotton,2007
2007-09-02,13,6,cotton,2007
2007-09-09,14,6,cotton,2007
2007-09-16,14,7,cotton,2007
2007-09-23,14,6,cotton,2007
2007-09-30,14,5,cotton,2007
2007-10-07,14,5,cotton,2007
2007-10-14,14,6,cotton,2007
2007-10-21,12,6,cotton,2007
2008-06-08,9,3,cotton,2008
2008-06-15,14,6,cotton,2008
2008-06-22,13,8,cotton,2008
2008-06-29,14,8,cotton,2008
2008-07-06,12,7,cotton,2008
2008-07-13,15,6,cotton,2008
2008-07-20,15,6,cotton,2008
2008-07-27,14,6,cotton,2008
2008-08-03,15,6,cotton,2008
2008-08-10,14,8,cotton,2008
2008-08-17,14,6,cotton,2008
2008-08-24,13,6,cotton,2008
2008-08-31,14,5,cotton,2008
2008-09-07,14,6,cotton,2008
2008-09-14,14,6,cotton,2008
2008-09-21,13,6,cotton,2008
2008-09-28,13,5,cotton,2008
2008-10-05,13,7,cotton,2008
2008-10-12,13,7,cotton,2008
2008-10-19,13,7,cotton,2008
2008-10-26,13,7,cotton,2008
2008-11-02,14,7,cotton,2008
2008-11-09,14,7,cotton,2008
2009-06-14,13,5,cotton,2009
2009-06-21,15,7,cotton,2009
2009-06-28,17,9,cotton,2009
2009-07-05,16,7,cotton,2009
2009-07-12,16,7,cotton,2009
2009-07-19,13,7,cotton,2009
2009-07-26,12,9,cotton,2009
2009-08-02,10,9,cotton,2009
2009-08-09,10,9,cotton,2009
2009-08-16,10,7,cotton,2009
2009-08-23,11,8,cotton,2009
2009-08-30,11,9,cotton,2009
2009-09-06,12,8,cotton,2009
2009-09-13,10,9,cotton,2009
2009-09-20,11,8,cotton,2009
2009-09-27,12,9,cotton,2009
2009-10-04,13,10,cotton,2009
2009-10-11,13,11,cotton,2009
2009-10-18,15,10,cotton,2009
2009-10-25,14,11,cotton,2009
2009-11-01,16,12,cotton,2009
2009-11-08,15,12,cotton,2009
2009-11-15,16,13,cotton,2009
2010-05-30,4,0,cotton,2010
2010-06-06,4,0,cotton,2010
2010-06-13,4,0,cotton,2010
2010-06-20,4,1,cotton,2010
2010-06-27,5,1,cotton,2010
2010-07-04,7,2,cotton,2010
2010-07-11,5,2,cotton,2010
2010-07-18,5,2,cotton,2010
2010-07-25,6,2,cotton,2010
2010-08-01,7,2,cotton,2010
2010-08-08,8,2,cotton,2010
2010-08-15,8,3,cotton,2010
2010-08-22,8,3,cotton,2010
2010-08-29,9,3,cotton,2010
2010-09-05,9,3,cotton,2010
2010-09-12,9,3,cotton,2010
2010-09-19,9,4,cotton,2010
2010-09-26,10,4,cotton,2010
2010-10-03,10,4,cotton,2010
2010-10-10,11,4,cotton,2010
2010-10-17,11,4,cotton,2010
2010-10-24,12,4,cotton,2010
2011-06-12,17,17,cotton,2011
2011-06-19,17,22,cotton,2011
2011-06-26,20,21,cotton,2011
2011-07-03,19,22,cotton,2011
2011-07-10,19,23,cotton,2011
2011-07-17,19,21,cotton,2011
2011-07-24,18,23,cotton,2011
2011-07-31,18,22,cotton,2011
2011-08-07,19,22,cotton,2011
2011-08-14,19,21,cotton,2011
2011-08-21,19,22,cotton,2011
2011-08-28,18,23,cotton,2011
2011-09-04,19,25,cotton,2011
2011-09-11,19,25,cotton,2011
2011-09-18,20,25,cotton,2011
2011-09-25,19,25,cotton,2011
2011-10-02,19,23,cotton,2011
2011-10-09,18,24,cotton,2011
2011-10-16,19,22,cotton,2011
2011-10-23,19,25,cotton,2011
2011-10-30,19,23,cotton,2011
2012-05-27,3,0,cotton,2012
2012-06-03,8,1,cotton,2012
2012-06-10,10,3,cotton,2012
2012-06-17,9,6,cotton,2012
2012-06-24,11,5,cotton,2012
2012-07-01,14,4,cotton,2012
2012-07-08,14,4,cotton,2012
2012-07-15,13,5,cotton,2012
2012-07-22,13,5,cotton,2012
2012-07-29,16,6,cotton,2012
2012-08-05,17,10,cotton,2012
2012-08-12,18,10,cotton,2012
2012-08-19,19,10,cotton,2012
1995-05-07,9,1,pastureland,1995
1995-05-14,7,1,pastureland,1995
1995-05-21,5,1,pastureland,1995
1995-05-28,5,1,pastureland,1995
1995-06-04,5,1,pastureland,1995
1995-06-11,4,1,pastureland,1995
1995-06-18,3,1,pastureland,1995
1995-06-25,5,1,pastureland,1995
1995-07-02,5,1,pastureland,1995
1995-07-09,5,2,pastureland,1995
1995-07-16,8,2,pastureland,1995
1995-07-23,10,2,pastureland,1995
1995-07-30,10,2,pastureland,1995
1995-08-06,11,2,pastureland,1995
1995-08-13,10,2,pastureland,1995
1995-08-20,11,3,pastureland,1995
1995-08-27,14,4,pastureland,1995
1995-09-03,16,5,pastureland,1995
1995-09-10,18,7,pastureland,1995
1995-09-17,18,8,pastureland,1995
1995-09-24,16,5,pastureland,1995
1995-10-01,16,4,pastureland,1995
1995-10-08,14,3,pastureland,1995
1995-10-15,14,3,pastureland,1995
1995-10-22,14,4,pastureland,1995
1995-10-29,16,4,pastureland,1995
1995-11-05,17,4,pastureland,1995
1996-05-05,20,7,pastureland,1996
1996-05-12,17,7,pastureland,1996
1996-05-19,14,7,pastureland,1996
1996-05-26,14,7,pastureland,1996
1996-06-02,11,6,pastureland,1996
1996-06-09,11,5,pastureland,1996
1996-06-16,10,5,pastureland,1996
1996-06-23,10,4,pastureland,1996
1996-06-30,9,4,pastureland,1996
1996-07-07,12,5,pastureland,1996
1996-07-14,13,6,pastureland,1996
1996-07-21,13,6,pastureland,1996
1996-07-28,13,5,pastureland,1996
1996-08-04,13,5,pastureland,1996
1996-08-11,13,5,pastureland,1996
1996-08-18,14,5,pastureland,1996
1996-08-25,15,5,pastureland,1996
1996-09-01,16,4,pastureland,1996
1996-09-08,17,5,pastureland,1996
1996-09-15,15,5,pastureland,1996
1996-09-22,15,4,pastureland,1996
1996-09-29,14,3,pastureland,1996
1996-10-06,11,3,pastureland,1996
1996-10-13,12,3,pastureland,1996
1996-10-20,12,3,pastureland,1996
1996-10-27,14,3,pastureland,1996
1997-05-04,9,2,pastureland,1997
1997-05-11,8,1,pastureland,1997
1997-05-18,10,1,pastureland,1997
1997-05-25,10,2,pastureland,1997
1997-06-01,9,1,pastureland,1997
1997-06-08,7,1,pastureland,1997
1997-06-15,7,1,pastureland,1997
1997-06-22,7,2,pastureland,1997
1997-06-29,8,2,pastureland,1997
1997-07-06,7,2,pastureland,1997
1997-07-13,8,2,pastureland,1997
1997-07-20,12,3,pastureland,1997
1997-07-27,14,4,pastureland,1997
1997-08-03,14,4,pastureland,1997
1997-08-10,16,6,pastureland,1997
1997-08-17,15,5,pastureland,1997
1997-08-24,14,4,pastureland,1997
1997-08-31,14,5,pastureland,1997
1997-09-07,14,5,pastureland,1997
1997-09-14,14,5,pastureland,1997
1997-09-21,17,5,pastureland,1997
1997-09-28,14,4,pastureland,1997
1997-10-05,15,4,pastureland,1997
1997-10-12,14,5,pastureland,1997
1997-10-19,14,4,pastureland,1997
1997-10-26,15,4,pastureland,1997
1997-11-02,15,4,pastureland,1997
1998-05-03,6,1,pastureland,1998
1998-05-10,6,2,pastureland,1998
1998-05-17,8,2,pastureland,1998
1998-05-24,11,3,pastureland,1998
1998-05-31,11,4,pastureland,1998
1998-06-07,12,4,pastureland,1998
1998-06-14,12,4,pastureland,1998
1998-06-21,13,5,pastureland,1998
1998-06-28,13,6,pastureland,1998
1998-07-05,14,7,pastureland,1998
1998-07-12,14,8,pastureland,1998
1998-07-19,14,8,pastureland,1998
1998-07-26,14,8,pastureland,1998
1998-08-02,16,10,pastureland,1998
1998-08-09,16,11,pastureland,1998
1998-08-16,15,9,pastureland,1998
1998-08-23,15,7,pastureland,1998
1998-08-30,16,7,pastureland,1998
1998-09-06,18,9,pastureland,1998
1998-09-13,20,10,pastureland,1998
1998-09-20,20,10,pastureland,1998
1998-09-27,18,9,pastureland,1998
1998-10-04,19,9,pastureland,1998
1998-10-11,18,7,pastureland,1998
1998-10-18,17,6,pastureland,1998
1998-10-25,17,6,pastureland,1998
1998-11-01,16,6,pastureland,1998
1999-05-02,9,2,pastureland,1999
1999-05-09,8,2,pastureland,1999
1999-05-16,6,2,pastureland,1999
1999-05-23,6,2,pastureland,1999
1999-05-30,7,2,pastureland,1999
1999-06-06,7,2,pastureland,1999
1999-06-13,9,3,pastureland,1999
1999-06-20,9,3,pastureland,1999
1999-06-27,9,3,pastureland,1999
1999-07-04,8,3,pastureland,1999
1999-07-11,8,3,pastureland,1999
1999-07-18,10,4,pastureland,1999
1999-07-25,11,5,pastureland,1999
1999-08-01,12,7,pastureland,1999
1999-08-08,15,8,pastureland,1999
1999-08-15,18,10,pastureland,1999
1999-08-22,19,11,pastureland,1999
1999-08-29,20,12,pastureland,1999
1999-09-05,20,14,pastureland,1999
1999-09-12,21,14,pastureland,1999
1999-09-19,21,14,pastureland,1999
1999-09-26,21,16,pastureland,1999
1999-10-03,21,14,pastureland,1999
1999-10-10,21,14,pastureland,1999
1999-10-17,22,12,pastureland,1999
1999-10-24,23,11,pastureland,1999
1999-10-31,24,14,pastureland,1999
2000-05-07,14,6,pastureland,2000
2000-05-14,14,7,pastureland,2000
2000-05-21,14,8,pastureland,2000
2000-05-28,14,9,pastureland,2000
2000-06-04,14,9,pastureland,2000
2000-06-11,16,9,pastureland,2000
2000-06-18,16,10,pastureland,2000
2000-06-25,15,9,pastureland,2000
2000-07-02,14,8,pastureland,2000
2000-07-09,14,9,pastureland,2000
2000-07-16,16,10,pastureland,2000
2000-07-23,17,11,pastureland,2000
2000-07-30,19,11,pastureland,2000
2000-08-06,20,12,pastureland,2000
2000-08-13,21,13,pastureland,2000
2000-08-20,23,15,pastureland,2000
2000-08-27,25,17,pastureland,2000
2000-09-03,25,19,pastureland,2000
2000-09-10,24,22,pastureland,2000
2000-09-17,25,23,pastureland,2000
2000-09-24,25,23,pastureland,2000
2000-10-01,25,20,pastureland,2000
2000-10-08,25,23,pastureland,2000
2000-10-15,27,21,pastureland,2000
2000-10-22,26,22,pastureland,2000
2000-10-29,27,20,pastureland,2000
2001-05-06,13,4,pastureland,2001
2001-05-13,14,4,pastureland,2001
2001-05-20,14,6,pastureland,2001
2001-05-27,13,6,pastureland,2001
2001-06-03,12,5,pastureland,2001
2001-06-10,11,5,pastureland,2001
2001-06-17,13,5,pastureland,2001
2001-06-24,13,5,pastureland,2001
2001-07-01,14,5,pastureland,2001
2001-07-08,16,7,pastureland,2001
2001-07-15,18,8,pastureland,2001
2001-07-22,21,10,pastureland,2001
2001-07-29,20,11,pastureland,2001
2001-08-05,22,11,pastureland,2001
2001-08-12,24,14,pastureland,2001
2001-08-19,24,14,pastureland,2001
2001-08-26,24,15,pastureland,2001
2001-09-02,23,14,pastureland,2001
2001-09-09,23,12,pastureland,2001
2001-09-16,22,11,pastureland,2001
2001-09-23,21,12,pastureland,2001
2001-09-30,20,11,pastureland,2001
2001-10-07,21,10,pastureland,2001
2001-10-14,21,11,pastureland,2001
2001-10-21,21,11,pastureland,2001
2001-10-28,21,12,pastureland,2001
2002-05-05,15,8,pastureland,2002
2002-05-12,16,9,pastureland,2002
2002-05-19,16,9,pastureland,2002
2002-05-26,18,10,pastureland,2002
2002-06-02,17,11,pastureland,2002
2002-06-09,17,11,pastureland,2002
2002-06-16,17,12,pastureland,2002
2002-06-23,18,14,pastureland,2002
2002-06-30,20,15,pastureland,2002
2002-07-07,22,15,pastureland,2002
2002-07-14,23,16,pastureland,2002
2002-07-21,24,18,pastureland,2002
2002-07-28,24,19,pastureland,2002
2002-08-04,24,22,pastureland,2002
2002-08-11,25,23,pastureland,2002
2002-08-18,24,25,pastureland,2002
2002-08-25,23,25,pastureland,2002
2002-09-01,25,24,pastureland,2002
2002-09-08,24,26,pastureland,2002
2002-09-15,26,26,pastureland,2002
2002-09-22,25,24,pastureland,2002
2002-09-29,24,23,pastureland,2002
2002-10-06,23,22,pastureland,2002
2002-10-13,22,22,pastureland,2002
2002-10-20,21,21,pastureland,2002
2002-10-27,21,20,pastureland,2002
2003-05-04,15,6,pastureland,2003
2003-05-11,12,6,pastureland,2003
2003-05-18,12,5,pastureland,2003
2003-05-25,11,5,pastureland,2003
2003-06-01,11,5,pastureland,2003
2003-06-08,11,4,pastureland,2003
2003-06-15,10,4,pastureland,2003
2003-06-22,10,3,pastureland,2003
2003-06-29,9,3,pastureland,2003
2003-07-06,11,4,pastureland,2003
2003-07-13,11,4,pastureland,2003
2003-07-20,14,4,pastureland,2003
2003-07-27,15,7,pastureland,2003
2003-08-03,18,9,pastureland,2003
2003-08-10,20,11,pastureland,2003
2003-08-17,21,14,pastureland,2003
2003-08-24,23,17,pastureland,2003
2003-08-31,23,19,pastureland,2003
2003-09-07,22,18,pastureland,2003
2003-09-14,22,17,pastureland,2003
2003-09-21,22,15,pastureland,2003
2003-09-28,22,14,pastureland,2003
2003-10-05,22,14,pastureland,2003
2003-10-12,22,14,pastureland,2003
2003-10-19,22,15,pastureland,2003
2003-10-26,23,16,pastureland,2003
2003-11-02,23,16,pastureland,2003
2004-05-02,13,6,pastureland,2004
2004-05-09,13,6,pastureland,2004
2004-05-16,14,7,pastureland,2004
2004-05-23,14,7,pastureland,2004
2004-05-30,14,8,pastureland,2004
2004-06-06,14,8,pastureland,2004
2004-06-13,14,8,pastureland,2004
2004-06-20,13,8,pastureland,2004
2004-06-27,12,8,pastureland,2004
2004-07-04,12,7,pastureland,2004
2004-07-11,10,7,pastureland,2004
2004-07-18,11,7,pastureland,2004
2004-07-25,11,8,pastureland,2004
2004-08-01,12,8,pastureland,2004
2004-08-08,12,8,pastureland,2004
2004-08-15,13,8,pastureland,2004
2004-08-22,14,8,pastureland,2004
2004-08-29,14,8,pastureland,2004
2004-09-05,14,9,pastureland,2004
2004-09-12,14,9,pastureland,2004
2004-09-19,15,10,pastureland,2004
2004-09-26,16,10,pastureland,2004
2004-10-03,17,11,pastureland,2004
2004-10-10,16,11,pastureland,2004
2004-10-17,16,10,pastureland,2004
2004-10-24,15,9,pastureland,2004
2004-10-31,14,8,pastureland,2004
2005-05-01,10,3,pastureland,2005
2005-05-08,11,3,pastureland,2005
2005-05-15,9,3,pastureland,2005
2005-05-22,10,2,pastureland,2005
2005-05-29,11,3,pastureland,2005
2005-06-05,10,3,pastureland,2005
2005-06-12,9,2,pastureland,2005
2005-06-19,9,2,pastureland,2005
2005-06-26,13,5,pastureland,2005
2005-07-03,15,6,pastureland,2005
2005-07-10,17,7,pastureland,2005
2005-07-17,17,9,pastureland,2005
2005-07-24,17,10,pastureland,2005
2005-07-31,18,10,pastureland,2005
2005-08-07,20,12,pastureland,2005
2005-08-14,21,13,pastureland,2005
2005-08-21,21,11,pastureland,2005
2005-08-28,20,11,pastureland,2005
2005-09-04,22,12,pastureland,2005
2005-09-11,23,13,pastureland,2005
2005-09-18,23,14,pastureland,2005
2005-09-25,24,14,pastureland,2005
2005-10-02,23,15,pastureland,2005
2005-10-09,21,15,pastureland,2005
2005-10-16,21,14,pastureland,2005
2005-10-23,21,15,pastureland,2005
2005-10-30,21,16,pastureland,2005
2006-05-07,13,8,pastureland,2006
2006-05-14,13,7,pastureland,2006
2006-05-21,14,7,pastureland,2006
2006-05-28,14,9,pastureland,2006
2006-06-04,16,9,pastureland,2006
2006-06-11,17,12,pastureland,2006
2006-06-18,19,13,pastureland,2006
2006-06-25,20,14,pastureland,2006
2006-07-02,20,15,pastureland,2006
2006-07-09,22,16,pastureland,2006
2006-07-16,23,18,pastureland,2006
2006-07-23,24,21,pastureland,2006
2006-07-30,24,24,pastureland,2006
2006-08-06,26,24,pastureland,2006
2006-08-13,26,25,pastureland,2006
2006-08-20,26,25,pastureland,2006
2006-08-27,25,25,pastureland,2006
2006-09-03,24,23,pastureland,2006
2006-09-10,24,23,pastureland,2006
2006-09-17,23,22,pastureland,2006
2006-09-24,22,19,pastureland,2006
2006-10-01,22,18,pastureland,2006
2006-10-08,23,20,pastureland,2006
2006-10-15,23,19,pastureland,2006
2006-10-22,23,17,pastureland,2006
2006-10-29,22,17,pastureland,2006
2007-05-06,13,5,pastureland,2007
2007-05-13,13,5,pastureland,2007
2007-05-20,13,5,pastureland,2007
2007-05-27,14,6,pastureland,2007
2007-06-03,14,8,pastureland,2007
2007-06-10,13,8,pastureland,2007
2007-06-17,14,9,pastureland,2007
2007-06-24,13,11,pastureland,2007
2007-07-01,14,11,pastureland,2007
2007-07-08,15,12,pastureland,2007
2007-07-15,15,12,pastureland,2007
2007-07-22,16,13,pastureland,2007
2007-07-29,17,13,pastureland,2007
2007-08-05,18,15,pastureland,2007
2007-08-12,19,16,pastureland,2007
2007-08-19,20,18,pastureland,2007
2007-08-26,19,17,pastureland,2007
2007-09-02,18,17,pastureland,2007
2007-09-09,18,18,pastureland,2007
2007-09-16,18,16,pastureland,2007
2007-09-23,18,17,pastureland,2007
2007-09-30,18,17,pastureland,2007
2007-10-07,18,18,pastureland,2007
2007-10-14,18,18,pastureland,2007
2007-10-21,18,17,pastureland,2007
2007-10-28,17,15,pastureland,2007
2008-05-04,14,8,pastureland,2008
2008-05-11,13,8,pastureland,2008
2008-05-18,14,9,pastureland,2008
2008-05-25,14,7,pastureland,2008
2008-06-01,13,9,pastureland,2008
2008-06-08,14,9,pastureland,2008
2008-06-15,13,10,pastureland,2008
2008-06-22,13,10,pastureland,2008
2008-06-29,14,10,pastureland,2008
2008-07-06,14,10,pastureland,2008
2008-07-13,14,10,pastureland,2008
2008-07-20,15,10,pastureland,2008
2008-07-27,15,11,pastureland,2008
2008-08-03,17,12,pastureland,2008
2008-08-10,18,13,pastureland,2008
2008-08-17,17,12,pastureland,2008
2008-08-24,18,12,pastureland,2008
2008-08-31,18,12,pastureland,2008
2008-09-07,17,11,pastureland,2008
2008-09-14,16,11,pastureland,2008
2008-09-21,16,11,pastureland,2008
2008-09-28,15,12,pastureland,2008
2008-10-05,16,13,pastureland,2008
2008-10-12,17,13,pastureland,2008
2008-10-19,17,12,pastureland,2008
2008-10-26,17,12,pastureland,2008
2008-11-02,17,13,pastureland,2008
2009-05-03,15,5,pastureland,2009
2009-05-10,13,5,pastureland,2009
2009-05-17,11,5,pastureland,2009
2009-05-24,10,5,pastureland,2009
2009-05-31,10,6,pastureland,2009
2009-06-07,9,6,pastureland,2009
2009-06-14,8,6,pastureland,2009
2009-06-21,10,7,pastureland,2009
2009-06-28,11,8,pastureland,2009
2009-07-05,12,9,pastureland,2009
2009-07-12,13,10,pastureland,2009
2009-07-19,13,11,pastureland,2009
2009-07-26,13,10,pastureland,2009
2009-08-02,13,11,pastureland,2009
2009-08-09,12,10,pastureland,2009
2009-08-16,12,11,pastureland,2009
2009-08-23,11,10,pastureland,2009
2009-08-30,11,10,pastureland,2009
2009-09-06,12,11,pastureland,2009
2009-09-13,13,10,pastureland,2009
2009-09-20,14,9,pastureland,2009
2009-09-27,13,9,pastureland,2009
2009-10-04,13,9,pastureland,2009
2009-10-11,13,9,pastureland,2009
2009-10-18,12,8,pastureland,2009
2009-10-25,13,8,pastureland,2009
2010-05-02,6,1,pastureland,2010
2010-05-09,6,1,pastureland,2010
2010-05-16,7,2,pastureland,2010
2010-05-23,6,2,pastureland,2010
2010-05-30,6,1,pastureland,2010
2010-06-06,5,1,pastureland,2010
2010-06-13,5,1,pastureland,2010
2010-06-20,5,1,pastureland,2010
2010-06-27,8,2,pastureland,2010
2010-07-04,8,3,pastureland,2010
2010-07-11,8,3,pastureland,2010
2010-07-18,8,3,pastureland,2010
2010-07-25,9,4,pastureland,2010
2010-08-01,10,4,pastureland,2010
2010-08-08,11,4,pastureland,2010
2010-08-15,13,5,pastureland,2010
2010-08-22,14,5,pastureland,2010
2010-08-29,15,6,pastureland,2010
2010-09-05,16,7,pastureland,2010
2010-09-12,16,7,pastureland,2010
2010-09-19,16,7,pastureland,2010
2010-09-26,17,8,pastureland,2010
2010-10-03,16,8,pastureland,2010
2010-10-10,17,9,pastureland,2010
2010-10-17,18,10,pastureland,2010
2010-10-24,17,11,pastureland,2010
2010-10-31,18,11,pastureland,2010
2011-05-01,14,10,pastureland,2011
2011-05-08,14,10,pastureland,2011
2011-05-15,13,9,pastureland,2011
2011-05-22,13,9,pastureland,2011
2011-05-29,12,9,pastureland,2011
2011-06-05,13,11,pastureland,2011
2011-06-12,13,12,pastureland,2011
2011-06-19,12,13,pastureland,2011
2011-06-26,13,13,pastureland,2011
2011-07-03,13,14,pastureland,2011
2011-07-10,14,15,pastureland,2011
2011-07-17,15,17,pastureland,2011
2011-07-24,15,18,pastureland,2011
2011-07-31,16,20,pastureland,2011
2011-08-07,17,21,pastureland,2011
2011-08-14,18,21,pastureland,2011
2011-08-21,18,21,pastureland,2011
2011-08-28,18,22,pastureland,2011
2011-09-04,18,24,pastureland,2011
2011-09-11,18,24,pastureland,2011
2011-09-18,19,25,pastureland,2011
2011-09-25,19,23,pastureland,2011
2011-10-02,19,24,pastureland,2011
2011-10-09,19,23,pastureland,2011
2011-10-16,18,23,pastureland,2011
